__index__sample	run_index	platform	instrument	BioProject	organism	assay_type	librarylayout	date_sequenced	date_collected	genotype_sam_ss_dpl92	clade_sam	host_disease	strain_sam_ss_dpl139	host_info	country	continent	region	isolation_source	host_scienname	host_confidence	host_commonname
SAMN46881872	SRR32384797	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-18T14:56:00.000Z	2025						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN50274224	SRR34768524	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-07-29T20:35:00.000Z	2025			Fungal infection	2025CE-CAURIS_07_29_027		USA	North America		clinical	Homo sapiens	3	human
SAMN47730786	SRR32934938	ILLUMINA	Illumina NovaSeq 6000	PRJNA1244779	Candidozyma auris	WGS	PAIRED	2025-04-01T09:43:00.000Z	2017-01				MUTCD		IRL	Europe	Cork		Homo sapiens	3	human
SAMN48849673	SRR33790446	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T13:09:00.000Z	2024-11						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN49444957	SRR34036599	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:56:00.000Z	2023				NV-WW-CAU-0324C102W		USA	North America	NV	environmental (wastewater)			
SAMN45036367	SRR31488811	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-25T12:35:00.000Z	2024				UT-UPHL-CAU-2603		USA	North America	Mountain		Homo sapiens	3	human
SAMN47224928	SRR32575292	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-05T11:33:00.000Z	2024				UT-UPHL-CAU-2951		USA	North America	Mountain		Homo sapiens	3	human
SAMN46000865	SRR31840851	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-12-27T15:21:00.000Z	2024-11						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN49763917	SRR34339993	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-07-02T12:43:00.000Z	2025-04				MD-MDH-CAU-2500394		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44260496	SRR30963052	DNBSEQ	DNBSEQ-T7	PRJNA1171956	Candidozyma auris	WGS	PAIRED	2024-10-12T00:27:00.000Z	2023				C1R		CHN	Asia		culture	Homo sapiens	3	human
SAMN46720973	SRR32265908	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-07T10:16:00.000Z	2025						USA	North America	Mountain	tracheal aspirate	Homo sapiens	3	human
SAMN48850661	SRR33808761	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-03T10:19:00.000Z	2025-04						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN46897475	SRR32396314	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T10:27:00.000Z	2024-11				MD-MDH-CAU-2401215		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44245416	SRR30946387	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:23:00.000Z	2024			Fungal infection	2024CE_09_19_711		USA	North America		clinical	Homo sapiens	3	human
SAMN48411016	SRR33502037	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:49:00.000Z	2022						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN50015844	SRR34578110	ILLUMINA	NextSeq 500	PRJNA918317	Candidozyma auris	WGS	PAIRED	2025-07-18T08:06:00.000Z	2025	South Asian					USA	North America	Northeast	blood	Homo sapiens	3	human
SAMN46897493	SRR32396294	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T10:27:00.000Z	2024-09				MD-MDH-CAU-2401236		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47569343	SRR32868978	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-03-26T16:22:00.000Z	2025-03						USA	North America	Midwest		Homo sapiens	3	human
SAMN43829861	SRR30866591	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T16:38:00.000Z	2024			Fungal infection	2024CE_09_19_404		USA	North America		clinical	Homo sapiens	3	human
SAMN47551495	SRR32840010	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-03-24T19:23:00.000Z	2024						USA	North America		axilla and/or groin	Homo sapiens	3	human
SAMN48669331	SRR33658379	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-05-21T15:53:00.000Z	2025						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN46815606	SRR32330816	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-13T11:09:00.000Z	2024-09				MD-MDH-CAU-2401102		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44826093	SRR31401656	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-11-19T15:52:00.000Z	2024-10				MN-MNPHL-CAU-240284		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN48288227	SRR33405831	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:08:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_211		USA	North America		clinical	Homo sapiens	3	human
SAMN48897418	SRR33832179	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-06-04T16:59:00.000Z	2025			Fungal infection	2025CE-CAURIS_06_04_080		USA	North America		clinical	Homo sapiens	3	human
SAMN48849712	SRR33790354	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:55:00.000Z	2024-12						USA	North America	Midwest	groin	Homo sapiens	3	human
SAMN48288188	SRR33405939	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T21:17:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_250		USA	North America		clinical	Homo sapiens	3	human
SAMN44524282	SRR31185190	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-31T17:21:00.000Z	2024-04				MD-MDH-CAU-2400013		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44002144	SRR30847224	ILLUMINA	Illumina NovaSeq 6000	PRJNA1164417	Candidozyma auris	WGS	PAIRED	2024-09-30T21:25:00.000Z	2022-03				14-CA		PAK	Asia	Karachi	urine	Homo sapiens	3	human
SAMN44624300	SRR31270875	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-07T12:30:00.000Z	2024				UT-UPHL-CAU-2506		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN44624294	SRR31270882	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-11-07T12:28:00.000Z	2024				UT-UPHL-CAU-2514		USA	North America	Mountain	swab - skin	Homo sapiens	3	human
SAMN48523293	SRR33583956	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-05-15T11:54:00.000Z	2025				UT-UPHL-CAU-3230		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN43584809	SRR30636999	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T14:28:00.000Z	2024				UT-UPHL-CAU-2251		USA	North America	Mountain		Homo sapiens	3	human
SAMN48286724	SRR33403366	ILLUMINA	Illumina MiniSeq	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-05-01T16:01:00.000Z	2024			Fungal infection	2025CE-CAURIS_05_01_010		USA	North America		clinical	Homo sapiens	3	human
SAMN49444974	SRR34036264	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:50:00.000Z	2023				NV-WW-CAU-0124B21W		USA	North America	NV	environmental (wastewater)			
SAMN44513372	SRR31174789	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-30T17:08:00.000Z	2023-03				MD-MDH-CAU-2300354		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN48209765	SRR33381105	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T23:53:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_151		USA	North America		clinical	Homo sapiens	3	human
SAMN48264977	SRR33388562	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T16:44:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_083		USA	North America		clinical	Homo sapiens	3	human
SAMN47860315	SRR33048258	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-04-09T12:46:00.000Z	2025-03				MN-MNPHL-CAU-250058		USA	North America	Central	blood	Homo sapiens	3	human
SAMN47133247	SRR32516109	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-27T15:47:00.000Z	2024-12				MD-MDH-CAU-2500055		USA	North America	Mid-Atlantic	axilla	Homo sapiens	3	human
SAMN43586020	SRR30637908	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T16:29:00.000Z	2024				UT-UPHL-CAU-2335		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN48850584	SRR33808847	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-03T10:26:00.000Z	2025-02						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN50086096	SRR34629351	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-07-21T10:12:00.000Z	2025						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN43584792	SRR30637017	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T14:31:00.000Z	2024				UT-UPHL-CAU-2267		USA	North America	Mountain		Homo sapiens	3	human
SAMN44245648	SRR30946496	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:55:00.000Z	2024			Fungal infection	2024CE_09_19_757		USA	North America		clinical	Homo sapiens	3	human
SAMN42013562	SRR29519685	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-06-24T16:33:00.000Z	2024-05						USA	North America	Midwest	As reported: Arm, Left	Homo sapiens	3	human
SAMN49176234	SRR34007565	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-06-17T13:26:00.000Z	2025						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN48411025	SRR33502172	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:56:00.000Z	2023-10						USA	North America	Midwest	axilla	Homo sapiens	3	human
SAMN18645362	SRR14506436	ILLUMINA	Illumina MiSeq	PRJNA720292	Candidozyma auris	WGS	PAIRED	2021-05-12T11:18:00.000Z	2019				MEZCA195			Asia	United Arab Emirates	culture			
SAMN45167043	SRR31604829	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-12-04T17:39:00.000Z	2024						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44533459	SRR31192893	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-01T13:53:00.000Z	2024				TN-SPHL-CAU-S0044		USA	North America	Southeast	As reported: screening isolate, Other Source	Homo sapiens	3	human
SAMN46999561	SRR32480169	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-25T10:42:00.000Z	2025						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47942391	SRR33125483	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-04-14T15:03:00.000Z	2025						USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN47516753	SRR32811335	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-21T16:27:00.000Z	2025				UT-UPHL-CAU-3064		USA	North America	Mountain		Homo sapiens	3	human
SAMN48931750	SRR33858574	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:13:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN49444587	SRR34036629	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:57:00.000Z	2023				NV-WW-CAU-1123B62W		USA	North America	NV	environmental (wastewater)			
SAMN48585120	SRR33624004	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:49:00.000Z	2024-05						USA	North America	Midwest	bronchoalveolar lavage	Homo sapiens	3	human
SAMN46792061	SRR32321483	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-02-12T12:41:00.000Z	2024				UT-UPHL-CAU-2813		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN47247834	SRR32600137	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-03-06T16:37:00.000Z	2025-02						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN47871324	SRR33066148	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2025-04-10T10:42:00.000Z	2024				TN-SPHL-CAU-S0189		USA	North America	Southeast	urine	Homo sapiens	3	human
SAMN46758195	SRR32301022	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-02-10T16:31:00.000Z	2025						USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN49474570	SRR34050350	ILLUMINA	NextSeq 1000	PRJNA1279245	Candidozyma auris	RNA-Seq	PAIRED	2025-06-18T19:51:00.000Z										environmental (wastewater)			
SAMN48411041	SRR33502154	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-09T18:56:00.000Z	2023-10						USA	North America	Midwest	clinical	Homo sapiens	3	human
SAMN43584821	SRR30636985	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T14:30:00.000Z	2024				UT-UPHL-CAU-2228		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN43817382	SRR30844133	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T17:56:00.000Z	2024			Fungal infection	2024CE_09_18_145		USA	North America		clinical	Homo sapiens	3	human
SAMN48441365	SRR33531256	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-12T14:43:00.000Z	2023-12						USA	North America	Midwest	clinical	Homo sapiens	3	human
SAMN48270125	SRR33392038	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-30T22:29:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_30_176		USA	North America		clinical	Homo sapiens	3	human
SAMN40029513	SRR28075660	ILLUMINA	Illumina NovaSeq 6000	PRJNA1079026	Candidozyma auris	WGS	PAIRED	2024-02-23T20:03:00.000Z	2021			Severe pneumonia	CJ_3228		CHN	Asia	Beijing	bronchoalveolar lavage	Homo sapiens	3	human
SAMN48984742	SRR33913266	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-06-10T14:06:00.000Z	2025				UT-UPHL-CAU-3341		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN44244903	SRR30945907	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:06:00.000Z	2024			Fungal infection	2024CE_09_19_548		USA	North America		clinical	Homo sapiens	3	human
SAMN48199629	SRR33370055	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2025-04-29T13:28:00.000Z	2024			Fungal infection	2025CE-CAURIS_04_29_017		USA	North America		clinical	Homo sapiens	3	human
SAMN48931562	SRR33858752	ILLUMINA	Illumina NovaSeq X	PRJNA904373	Candidozyma auris	WGS	PAIRED	2025-06-06T12:11:00.000Z	2022						USA	North America	IL	axilla and/or groin	Homo sapiens	3	human
SAMN47619812	SRR32901131	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-28T13:38:00.000Z	2025				UT-UPHL-CAU-3167		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN47225676	SRR32576275	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-03-05T13:10:00.000Z	2024				UT-UPHL-CAU-2968		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN43677267	SRR30644649	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2024-09-12T11:10:00.000Z	2024						USA	North America	Mountain	wound	Homo sapiens	3	human
SAMN48849756	SRR33790305	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:54:00.000Z	2025-01						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN48984414	SRR33912794	ILLUMINA	NextSeq 2000	PRJNA988017	Candidozyma auris	WGS	PAIRED	2025-06-10T12:32:00.000Z	2025-05				MN-MNPHL-CAU-250099		USA	North America	Central	axilla and/or groin	Homo sapiens	3	human
SAMN47415271	SRR32735460	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-03-17T11:03:00.000Z	2025						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN43830008	SRR30847411	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:29:00.000Z	2024			Fungal infection	2024CE_09_19_256		USA	North America		clinical	Homo sapiens	3	human
SAMN44245352	SRR30946250	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T17:53:00.000Z	2024			Fungal infection	2024CE_09_19_612		USA	North America		clinical	Homo sapiens	3	human
SAMN46720531	SRR32265653	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T09:33:00.000Z	2024-05				MD-MDH-CAU-2400823		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN43830155	SRR30847430	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-09-30T21:27:00.000Z	2024			Fungal infection	2024CE_09_19_109		USA	North America		clinical	Homo sapiens	3	human
SAMN46901400	SRR32400899	ILLUMINA	NextSeq 1000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-19T15:46:00.000Z	2024-04				MD-MDH-CAU-2400665		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN47749773	SRR32950495	DNBSEQ	DNBSEQ-G400	PRJNA1245342	Candidozyma auris	RNA-Seq	PAIRED	2025-04-02T11:16:00.000Z		GCN5 knockout											
SAMN37277139	SRR25905767	ILLUMINA	Illumina NovaSeq 6000	PRJNA1012821	Candidozyma auris	WGS	PAIRED	2023-09-05T07:05:00.000Z	2008			Ear infection	A3				restricted access	ear discharge	Homo sapiens	3	human
SAMN44072540	SRR30893460	ILLUMINA	Illumina NovaSeq 6000	PRJNA1169345	Candidozyma auris	RNA-Seq	PAIRED	2024-10-05T14:05:00.000Z		1133/P/13R - ClaI-1B											
SAMN46720551	SRR32265700	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T09:33:00.000Z	2024-05				MD-MDH-CAU-2400843		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN49827674	SRR34405878	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-07-07T16:46:00.000Z	2025				UT-UPHL-CAU-3316		USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN44513369	SRR31174793	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-10-30T17:09:00.000Z	2023-03				MD-MDH-CAU-2300351		USA	North America	Mid-Atlantic	urine	Homo sapiens	3	human
SAMN49444824	SRR34036335	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:50:00.000Z	2023				NV-WW-CAU-1023C100W		USA	North America	NV	environmental (wastewater)			
SAMN43929743	SRR30799310	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2024-09-25T18:16:00.000Z	2024-05						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN44245654	SRR30946502	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-10T18:55:00.000Z	2024			Fungal infection	2024CE_09_19_751		USA	North America		clinical	Homo sapiens	3	human
SAMN49444941	SRR34036618	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:56:00.000Z	2023				NV-WW-CAU-0124B62W		USA	North America	NV	environmental (wastewater)			
SAMN48849684	SRR33790384	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T13:09:00.000Z	2024-11						USA	North America	Midwest	axilla and/or groin	Homo sapiens	3	human
SAMN43829924	SRR30865476	ILLUMINA	Illumina NovaSeq 6000	PRJNA846332	Candidozyma auris	WGS	PAIRED	2024-10-02T14:50:00.000Z	2024			Fungal infection	2024CE_09_19_341		USA	North America		clinical	Homo sapiens	3	human
SAMN47133263	SRR32516130	ILLUMINA	NextSeq 2000	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-27T15:47:00.000Z	2024-11				MD-MDH-CAU-2500071		USA	North America	Mid-Atlantic	axilla	Homo sapiens	3	human
SAMN48585169	SRR33624036	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-05-19T10:50:00.000Z	2024-07						USA	North America	Midwest	sputum	Homo sapiens	3	human
SAMN49444798	SRR34036236	ILLUMINA	NextSeq 1000	PRJNA1279182	Candidozyma auris	WGS	PAIRED	2025-06-18T14:51:00.000Z	2023				NV-WW-CAU-1023C49W		USA	North America	NV	environmental (wastewater)			
SAMN43586030	SRR30637916	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2024-09-11T16:25:00.000Z	2024				UT-UPHL-CAU-2319		USA	North America	Mountain		Homo sapiens	3	human
SAMN44624134	SRR31270731	ILLUMINA	Illumina MiSeq	PRJNA1167312	Candidozyma auris	WGS	PAIRED	2024-11-07T12:09:00.000Z	2023				TN-SPHL-CAU-2023-00019		USA	North America	Southeast	blood	Homo sapiens	3	human
SAMN49827686	SRR34405914	ILLUMINA	NextSeq 2000	PRJNA847553	Candidozyma auris	WGS	PAIRED	2025-07-07T16:46:00.000Z	2025				UT-UPHL-CAU-3382		USA	North America	Mountain	urine	Homo sapiens	3	human
SAMN50006438	SRR34570229	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-07-17T12:26:00.000Z	2025-06						USA	North America	Midwest	blood	Homo sapiens	3	human
SAMN46721271	SRR32266225	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2025-02-07T11:37:00.000Z	2024-06				MD-MDH-CAU-2400884		USA	North America	Mid-Atlantic	clinical	Homo sapiens	3	human
SAMN46164696	SRR31932738	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-01-08T15:17:00.000Z	2024						USA	North America	Mountain	blood	Homo sapiens	3	human
SAMN45231568	SRR31648643	ILLUMINA	Illumina MiSeq	PRJNA1134646	Candidozyma auris	WGS	PAIRED	2024-12-09T13:04:00.000Z	2023-11				MD-MDH-CAU-2400081		USA	North America	Mid-Atlantic	swab - axilla and/or groin	Homo sapiens	3	human
SAMN45207264	SRR31632939	ILLUMINA	Illumina MiSeq	PRJNA988017	Candidozyma auris	WGS	PAIRED	2024-12-06T14:00:00.000Z	2024-10				MN-MNPHL-CAU-240313		USA	North America	Central	bronchoalveolar lavage	Homo sapiens	3	human
SAMN47007193	SRR32484965	ILLUMINA	Illumina MiSeq	PRJNA979221	Candidozyma auris	WGS	PAIRED	2025-02-25T18:28:00.000Z	2023						USA	North America		urine	Homo sapiens	3	human
SAMN46365177	SRR32079788	ILLUMINA	Illumina MiSeq	PRJNA1034667	Candidozyma auris	WGS	PAIRED	2025-01-22T13:12:00.000Z	2024						USA	North America	West	axilla and/or groin	Homo sapiens	3	human
SAMN47384181	SRR32699334	ILLUMINA	NextSeq 2000	PRJNA1085724	Candidozyma auris	WGS	PAIRED	2025-03-14T11:24:00.000Z	2025-02						USA	North America	Midwest	urine	Homo sapiens	3	human
SAMN47415272	SRR32735459	ILLUMINA	NextSeq 2000	PRJNA1092051	Candidozyma auris	WGS	PAIRED	2025-03-17T11:04:00.000Z	2025						USA	North America	Mountain	swab - axilla and/or groin	Homo sapiens	3	human
SAMN44072383	SRR30893289	ILLUMINA	Illumina NovaSeq 6000	PRJNA1169348	Candidozyma auris	RNA-Seq	PAIRED	2024-10-05T13:59:00.000Z		1133/P/13R, White											
SAMN48848968	SRR33789597	ILLUMINA	NextSeq 2000	PRJNA1179935	Candidozyma auris	WGS	PAIRED	2025-06-02T12:13:00.000Z	2024-09						USA	North America	Midwest	bronchoalveolar lavage	Homo sapiens	3	human
